case_id,contact_id,account_id,vehicle_id,dealer_id,open_date_key,close_date_key,case_type,priority,sla_target_hours,resolution_hours,is_sla_breached,is_reopened,reopen_count,related_case_id,status
CASE-00082,CON-02702,ACC-01687,VHL-011,DLR-02,20230817,20230822.0,Recall,Low,168,138.92,False,False,0,,Closed
CASE-00083,CON-02649,ACC-00475,VHL-017,DLR-06,20231126,20231128.0,Complaint,Medium,72,71.22,False,False,0,,Closed
CASE-00084,CON-02964,ACC-02551,VHL-034,DLR-04,20231026,20231026.0,Damage,Medium,72,19.43,False,False,0,,Closed
CASE-00085,CON-03971,ACC-00498,VHL-045,DLR-08,20241105,20241107.0,Warranty,Medium,72,52.85,False,False,0,,Resolved
CASE-00086,CON-03781,ACC-00482,VHL-008,DLR-04,20231022,20231029.0,Recall,Low,168,189.37,True,False,0,,Closed
CASE-00087,CON-01997,ACC-01871,VHL-031,DLR-08,20231027,20231031.0,Maintenance,Medium,72,96.64,True,False,0,,Closed
CASE-00088,CON-02785,ACC-02080,VHL-027,DLR-05,20240919,20240924.0,Maintenance,Low,168,142.65,False,False,0,,Closed
CASE-00089,CON-04413,ACC-01984,VHL-029,DLR-03,20240424,20240425.0,Maintenance,Medium,72,36.05,False,False,0,,Resolved
CASE-00090,CON-04685,ACC-01569,VHL-016,DLR-12,20230515,20230515.0,Warranty,High,24,18.38,False,False,0,,Closed
CASE-00091,CON-01247,ACC-02029,VHL-042,DLR-11,20231006,20231014.0,Complaint,Low,168,192.24,True,False,0,,Closed
CASE-00092,CON-01181,ACC-01680,VHL-001,DLR-08,20230309,20230309.0,Damage,Critical,4,3.24,False,False,0,,Resolved
CASE-00093,CON-00658,ACC-01346,VHL-042,DLR-07,20240327,20240327.0,Damage,High,24,8.97,False,False,0,,Closed
CASE-00094,CON-05059,ACC-00281,VHL-003,DLR-09,20240704,20240704.0,Warranty,Medium,72,21.01,False,True,1,CASE-REL-00094,Closed
CASE-00095,CON-03635,ACC-00682,VHL-007,DLR-12,20240705,20240705.0,Recall,High,24,19.52,False,False,0,,Resolved
CASE-00096,CON-04352,ACC-01688,VHL-016,DLR-03,20230928,20230928.0,Maintenance,High,24,3.74,False,False,0,,Closed
CASE-00097,CON-04778,ACC-00587,VHL-032,DLR-04,20240324,20240326.0,Warranty,Medium,72,50.01,False,False,0,,Closed
CASE-00098,CON-00606,ACC-01810,VHL-011,DLR-09,20230723,20230723.0,Complaint,Critical,4,3.87,False,False,0,,Closed
CASE-00099,CON-00874,ACC-00972,VHL-031,DLR-07,20230801,20230803.0,Maintenance,Medium,72,52.15,False,False,0,,Resolved
CASE-00100,CON-00067,ACC-02319,VHL-018,DLR-07,20240824,20240825.0,Damage,High,24,45.9,True,False,0,,Closed
CASE-00101,CON-04974,ACC-01444,VHL-015,DLR-05,20240826,20240831.0,Warranty,Low,168,129.87,False,False,0,,Closed
CASE-00102,CON-05295,ACC-00162,VHL-041,DLR-02,20230407,20230409.0,Maintenance,Medium,72,54.34,False,False,0,,Resolved
CASE-00103,CON-01439,ACC-00823,VHL-027,DLR-12,20230727,20230731.0,Warranty,Medium,72,97.72,True,False,0,,Closed
CASE-00104,CON-02775,ACC-00472,VHL-019,DLR-08,20230703,20230704.0,Maintenance,Low,168,47.2,False,False,0,,Closed
CASE-00105,CON-02997,ACC-00370,VHL-036,DLR-07,20240504,20240507.0,Damage,Low,168,82.95,False,False,0,,Closed
CASE-00106,CON-05231,ACC-01522,VHL-025,DLR-10,20240503,20240509.0,Warranty,Low,168,149.94,False,False,0,,Closed
CASE-00107,CON-03804,ACC-02872,VHL-041,DLR-02,20230608,20230610.0,Maintenance,Medium,72,68.45,False,False,0,,Resolved
CASE-00108,CON-04404,ACC-00556,VHL-016,DLR-02,20231226,20231230.0,Maintenance,Medium,72,105.58,True,False,0,,Closed
CASE-00109,CON-03399,ACC-02683,VHL-010,DLR-12,20240228,20240301.0,Warranty,Medium,72,68.8,False,True,1,CASE-REL-00109,Closed
CASE-00110,CON-00814,ACC-02809,VHL-024,DLR-04,20231117,20231117.0,Maintenance,High,24,3.33,False,False,0,,Resolved
CASE-00111,CON-05430,ACC-00869,VHL-006,DLR-08,20241206,20241208.0,Recall,Medium,72,57.93,False,False,0,,Resolved
CASE-00112,CON-00563,ACC-03135,VHL-014,DLR-10,20230329,20230329.0,Maintenance,Medium,72,21.38,False,False,0,,Closed
CASE-00113,CON-02272,ACC-00593,VHL-001,DLR-10,20240723,20240723.0,Complaint,Medium,72,13.26,False,False,0,,Resolved
CASE-00114,CON-02653,ACC-00065,VHL-038,DLR-04,20230915,20230918.0,Warranty,Low,168,94.07,False,False,0,,Closed
CASE-00115,CON-00894,ACC-01852,VHL-038,DLR-09,20240716,20240716.0,Maintenance,Critical,4,3.24,False,False,0,,Closed
CASE-00116,CON-00256,ACC-00250,VHL-042,DLR-08,20240114,20240114.0,Complaint,High,24,4.38,False,False,0,,Closed
CASE-00117,CON-01216,ACC-00270,VHL-039,DLR-06,20241015,20241017.0,Warranty,Medium,72,53.0,False,False,0,,Closed
CASE-00118,CON-03525,ACC-00407,VHL-039,DLR-09,20230727,20230802.0,Damage,Low,168,148.92,False,False,0,,Closed
CASE-00119,CON-01872,ACC-01695,VHL-029,DLR-07,20240920,20240920.0,Maintenance,Medium,72,12.28,False,False,0,,Closed
CASE-00120,CON-05627,ACC-01943,VHL-010,DLR-06,20240427,20240427.0,Warranty,High,24,4.12,False,False,0,,Closed
CASE-00121,CON-04602,ACC-01351,VHL-036,DLR-10,20240206,20240210.0,Recall,Medium,72,117.2,True,False,0,,Closed
CASE-00122,CON-04919,ACC-01280,VHL-019,DLR-01,20241027,20241029.0,Maintenance,Medium,72,49.34,False,False,0,,Resolved
CASE-00123,CON-00942,ACC-03124,VHL-024,DLR-09,20230316,20230320.0,Maintenance,Low,168,99.51,False,False,0,,Closed
CASE-00124,CON-04561,ACC-00108,VHL-042,DLR-11,20240326,20240326.0,Maintenance,Medium,72,7.91,False,False,0,,Resolved
CASE-00125,CON-00051,ACC-00744,VHL-023,DLR-06,20240706,20240706.0,Damage,Medium,72,15.36,False,False,0,,Closed
CASE-00126,CON-01763,ACC-01541,VHL-034,DLR-12,20230120,20230122.0,Maintenance,Medium,72,53.63,False,False,0,,Closed
CASE-00127,CON-01275,ACC-00645,VHL-004,DLR-02,20240214,20240217.0,Damage,Low,168,81.13,False,False,0,,Closed
CASE-00128,CON-01766,ACC-03093,VHL-018,DLR-07,20240314,20240316.0,Maintenance,Medium,72,50.76,False,False,0,,Closed
CASE-00129,CON-01807,ACC-01619,VHL-003,DLR-05,20240118,20240124.0,Complaint,Low,168,159.47,False,False,0,,Closed
CASE-00130,CON-04075,ACC-03060,VHL-001,DLR-02,20230724,20230725.0,Maintenance,Low,168,47.9,False,False,0,,Closed
CASE-00131,CON-03253,ACC-03040,VHL-005,DLR-06,20240430,20240509.0,Warranty,Low,168,230.14,True,False,0,,Closed
CASE-00132,CON-00944,ACC-01660,VHL-019,DLR-07,20240530,20240531.0,Warranty,Medium,72,46.8,False,False,0,,Closed
CASE-00133,CON-03570,ACC-02413,VHL-016,DLR-02,20230301,20230306.0,Maintenance,Low,168,128.35,False,False,0,,Resolved
CASE-00134,CON-05188,ACC-00468,VHL-033,DLR-02,20240717,20240719.0,Maintenance,Low,168,66.77,False,False,0,,Closed
CASE-00135,CON-00843,ACC-00600,VHL-016,DLR-03,20240413,20240418.0,Maintenance,Low,168,130.43,False,False,0,,Resolved
CASE-00136,CON-03801,ACC-03091,VHL-032,DLR-11,20241123,20241125.0,Maintenance,Medium,72,64.22,False,False,0,,Closed
CASE-00137,CON-02590,ACC-00619,VHL-041,DLR-06,20241221,20241223.0,Maintenance,Medium,72,58.56,False,False,0,,Closed
CASE-00138,CON-03783,ACC-01852,VHL-020,DLR-02,20230910,20230912.0,Warranty,Medium,72,48.55,False,False,0,,Resolved
CASE-00139,CON-04755,ACC-02271,VHL-030,DLR-07,20240305,20240305.0,Complaint,High,24,22.0,False,False,0,,Resolved
CASE-00140,CON-00507,ACC-01846,VHL-010,DLR-09,20240313,20240313.0,Warranty,High,24,17.71,False,False,0,,Resolved
CASE-00141,CON-04294,ACC-02142,VHL-029,DLR-08,20230627,20230630.0,Maintenance,Medium,72,90.9,True,False,0,,Closed
CASE-00142,CON-05303,ACC-01371,VHL-041,DLR-01,20240508,20240510.0,Warranty,Low,168,56.33,False,False,0,,Closed
CASE-00143,CON-00668,ACC-02387,VHL-022,DLR-03,20241020,20241020.0,Recall,High,24,16.43,False,False,0,,Closed
CASE-00144,CON-02537,ACC-02290,VHL-006,DLR-12,20230401,20230402.0,Maintenance,High,24,40.25,True,False,0,,Closed
CASE-00145,CON-00766,ACC-02647,VHL-034,DLR-11,20240620,20240621.0,Recall,Medium,72,26.39,False,False,0,,Closed
CASE-00146,CON-01856,ACC-00564,VHL-013,DLR-08,20230903,20230906.0,Warranty,Low,168,91.2,False,False,0,,Closed
CASE-00147,CON-05063,ACC-00537,VHL-022,DLR-11,20240117,20240122.0,Maintenance,Low,168,120.08,False,False,0,,Closed
CASE-00148,CON-00358,ACC-01683,VHL-029,DLR-12,20241017,20241018.0,Maintenance,High,24,38.85,True,False,0,,Closed
CASE-00149,CON-01960,ACC-01268,VHL-035,DLR-04,20240720,20240721.0,Complaint,High,24,29.06,True,False,0,,Closed
CASE-00150,CON-04120,ACC-02161,VHL-025,DLR-05,20231115,20231119.0,Maintenance,Low,168,106.33,False,False,0,,Closed
CASE-00151,CON-04543,ACC-00421,VHL-024,DLR-08,20230202,20230202.0,Recall,Medium,72,11.54,False,False,0,,Resolved
CASE-00152,CON-03584,ACC-00376,VHL-010,DLR-09,20231122,20231124.0,Complaint,Low,168,66.54,False,True,1,CASE-REL-00152,Resolved
CASE-00153,CON-00669,ACC-01536,VHL-025,DLR-04,20240102,20240107.0,Warranty,Low,168,123.49,False,False,0,,Resolved
CASE-00154,CON-01137,ACC-03109,VHL-045,DLR-08,20230124,20230124.0,Recall,Medium,72,11.23,False,False,0,,Resolved
CASE-00155,CON-04324,ACC-01734,VHL-039,DLR-09,20240828,20240828.0,Warranty,Low,168,19.45,False,False,0,,Closed
CASE-00156,CON-04889,ACC-02196,VHL-032,DLR-02,20231128,20231128.0,Warranty,Medium,72,15.48,False,False,0,,Closed
CASE-00157,CON-05443,ACC-02738,VHL-012,DLR-07,20230622,20230622.0,Warranty,Critical,4,2.34,False,False,0,,Closed
CASE-00158,CON-00357,ACC-02604,VHL-031,DLR-07,20240204,20240205.0,Maintenance,Medium,72,29.57,False,False,0,,Resolved
CASE-00159,CON-00850,ACC-03161,VHL-041,DLR-11,20230622,20230622.0,Maintenance,High,24,9.75,False,False,0,,Resolved
CASE-00160,CON-05697,ACC-01961,VHL-030,DLR-11,20240411,20240411.0,Recall,High,24,19.08,False,False,0,,Closed
CASE-00161,CON-00344,ACC-01293,VHL-013,DLR-01,20230726,20230730.0,Complaint,Medium,72,98.29,True,False,0,,Closed
CASE-00162,CON-05372,ACC-01360,VHL-004,DLR-06,20230517,20230517.0,Maintenance,High,24,10.8,False,False,0,,Closed
CASE-00163,CON-04065,ACC-02835,VHL-012,DLR-06,20241127,20241127.0,Maintenance,Critical,4,3.3,False,False,0,,Closed
CASE-00164,CON-04469,ACC-01204,VHL-012,DLR-10,20230222,20230224.0,Maintenance,Low,168,59.81,False,False,0,,Closed
CASE-00165,CON-02880,ACC-01832,VHL-029,DLR-12,20231104,20231104.0,Warranty,High,24,23.96,False,False,0,,Closed
CASE-00166,CON-05223,ACC-01664,VHL-043,DLR-02,20241120,20241120.0,Maintenance,High,24,22.96,False,False,0,,Resolved
CASE-00167,CON-01035,ACC-00276,VHL-003,DLR-08,20240315,20240317.0,Warranty,Medium,72,68.66,False,True,1,CASE-REL-00167,Resolved
CASE-00168,CON-03637,ACC-03126,VHL-024,DLR-06,20231122,20231124.0,Warranty,Low,168,61.04,False,False,0,,Closed
CASE-00169,CON-04242,ACC-01586,VHL-032,DLR-03,20230117,20230122.0,Complaint,Low,168,121.83,False,False,0,,Closed
CASE-00170,CON-01005,ACC-00556,VHL-013,DLR-08,20240519,20240522.0,Damage,Medium,72,93.64,True,False,0,,Resolved
CASE-00171,CON-02847,ACC-02907,VHL-043,DLR-06,20240510,20240514.0,Warranty,Medium,72,112.94,True,False,0,,Closed
CASE-00172,CON-01837,ACC-00498,VHL-033,DLR-06,20240407,20240407.0,Complaint,High,24,12.87,False,False,0,,Closed
CASE-00173,CON-05014,ACC-00354,VHL-009,DLR-09,20231206,20231207.0,Warranty,Medium,72,37.59,False,False,0,,Closed
CASE-00174,CON-05263,ACC-00304,VHL-021,DLR-03,20240219,20240221.0,Maintenance,Medium,72,63.95,False,False,0,,Closed
CASE-00175,CON-03545,ACC-02060,VHL-009,DLR-03,20240408,20240409.0,Complaint,Low,168,35.87,False,False,0,,Resolved
CASE-00176,CON-02327,ACC-00324,VHL-034,DLR-06,20240530,20240530.0,Maintenance,Medium,72,14.26,False,False,0,,Resolved
CASE-00177,CON-01382,ACC-02425,VHL-042,DLR-09,20240122,20240127.0,Complaint,Low,168,124.42,False,False,0,,Closed
CASE-00178,CON-00373,ACC-02628,VHL-006,DLR-01,20240211,20240215.0,Damage,Low,168,101.25,False,False,0,,Closed
CASE-00179,CON-02373,ACC-02630,VHL-035,DLR-11,20230119,20230121.0,Complaint,Medium,72,51.21,False,False,0,,Resolved
CASE-00180,CON-03967,ACC-01903,VHL-027,DLR-08,20230208,20230210.0,Warranty,Medium,72,53.41,False,False,0,,Closed
CASE-00181,CON-04219,ACC-02301,VHL-024,DLR-03,20241212,20241215.0,Warranty,Low,168,82.14,False,False,0,,Resolved
CASE-00182,CON-02034,ACC-00655,VHL-027,DLR-10,20241118,20241118.0,Damage,Critical,4,5.54,True,False,0,,Resolved
CASE-00183,CON-02528,ACC-02038,VHL-032,DLR-08,20241228,20241228.0,Warranty,Critical,4,3.88,False,False,0,,Closed
CASE-00184,CON-05360,ACC-02755,VHL-039,DLR-08,20230201,20230202.0,Maintenance,Medium,72,34.44,False,False,0,,Closed
CASE-00185,CON-00371,ACC-01641,VHL-024,DLR-07,20240612,20240613.0,Warranty,Medium,72,25.05,False,False,0,,Closed
CASE-00186,CON-05006,ACC-00487,VHL-044,DLR-10,20240201,20240207.0,Warranty,Low,168,165.94,False,False,0,,Closed
CASE-00187,CON-03289,ACC-02049,VHL-033,DLR-10,20230412,20230417.0,Warranty,Low,168,137.42,False,False,0,,Resolved
CASE-00188,CON-05023,ACC-01305,VHL-021,DLR-03,20241010,20241010.0,Warranty,Critical,4,6.15,True,False,0,,Closed
CASE-00189,CON-02456,ACC-01946,VHL-037,DLR-12,20240121,20240123.0,Damage,Medium,72,70.67,False,False,0,,Closed
CASE-00190,CON-05155,ACC-00110,VHL-045,DLR-12,20240728,20240803.0,Maintenance,Low,168,163.64,False,False,0,,Closed
CASE-00191,CON-03936,ACC-00699,VHL-038,DLR-01,20230613,20230613.0,Maintenance,High,24,10.36,False,False,0,,Closed
CASE-00192,CON-00901,ACC-00782,VHL-045,DLR-10,20230623,20230627.0,Warranty,Low,168,119.72,False,False,0,,Closed
CASE-00193,CON-05782,ACC-00566,VHL-004,DLR-12,20241031,20241103.0,Maintenance,Medium,72,95.22,True,False,0,,Closed
CASE-00194,CON-02805,ACC-02238,VHL-035,DLR-08,20241127,20241127.0,Maintenance,High,24,16.15,False,False,0,,Closed
CASE-00195,CON-02286,ACC-02286,VHL-016,DLR-04,20240317,20240317.0,Maintenance,Critical,4,8.74,True,False,0,,Closed
CASE-00196,CON-03931,ACC-01429,VHL-021,DLR-08,20240516,20240516.0,Maintenance,Critical,4,6.08,True,False,0,,Closed
CASE-00197,CON-01200,ACC-01190,VHL-023,DLR-07,20240128,20240128.0,Warranty,Critical,4,3.73,False,False,0,,Closed
CASE-00198,CON-04605,ACC-02852,VHL-018,DLR-09,20230603,20230605.0,Maintenance,Low,168,49.33,False,False,0,,Resolved
CASE-00199,CON-01908,ACC-00216,VHL-041,DLR-04,20241019,20241021.0,Warranty,Medium,72,50.96,False,False,0,,Closed
CASE-00200,CON-05349,ACC-01949,VHL-027,DLR-03,20241214,20241216.0,Maintenance,Low,168,62.1,False,False,0,,Closed
CASE-00201,CON-04704,ACC-00952,VHL-042,DLR-02,20241021,20241022.0,Maintenance,High,24,45.96,True,False,0,,Resolved
CASE-00202,CON-03253,ACC-02030,VHL-003,DLR-03,20241002,20241003.0,Warranty,High,24,31.3,True,True,1,CASE-REL-00202,Resolved
CASE-00203,CON-03723,ACC-02627,VHL-019,DLR-06,20240311,20240315.0,Maintenance,Medium,72,112.93,True,False,0,,Closed
