order_id,opportunity_id,lead_id,account_id,contact_id,vehicle_id,dealer_id,order_date_key,deal_value_eur,discount_pct,net_revenue_eur,order_status
ORD-00049,OPP-00101,LD-04501,ACC-02553,CON-05143,VHL-005,DLR-04,20230527.0,30000.0,9.59,27123.0,Completed
ORD-00050,OPP-00106,LD-15270,ACC-01176,CON-01113,VHL-023,DLR-06,20230402.0,52000.0,10.0,46800.0,Completed
ORD-00051,OPP-00108,LD-07718,ACC-03015,CON-01482,VHL-016,DLR-10,20240418.0,19000.0,8.58,17369.8,Completed
ORD-00052,OPP-00110,LD-02124,ACC-00921,CON-00991,VHL-042,DLR-08,20240314.0,62000.0,6.26,58118.8,Completed
ORD-00053,OPP-00111,LD-05593,ACC-01003,CON-05553,VHL-017,DLR-01,20230117.0,27000.0,3.83,25965.9,Completed
ORD-00054,OPP-00113,LD-13754,ACC-02025,CON-04375,VHL-043,DLR-10,20240312.0,82000.0,2.36,80064.8,Completed
ORD-00055,OPP-00114,LD-13104,ACC-03076,CON-05075,VHL-004,DLR-05,20230329.0,32000.0,3.18,30982.4,Completed
ORD-00056,OPP-00115,LD-09320,ACC-00897,CON-05318,VHL-018,DLR-02,20230222.0,35000.0,10.47,31335.5,Completed
ORD-00057,OPP-00117,LD-15905,ACC-01870,CON-04262,VHL-033,DLR-01,20230607.0,28000.0,10.76,24987.2,Completed
ORD-00058,OPP-00119,LD-15202,ACC-02510,CON-03992,VHL-024,DLR-09,20241206.0,24000.0,11.05,21348.0,Completed
ORD-00059,OPP-00120,LD-01597,ACC-02245,CON-03280,VHL-007,DLR-07,20230215.0,39000.0,9.14,35435.4,Completed
ORD-00060,OPP-00121,LD-13598,ACC-01844,CON-02674,VHL-035,DLR-02,20241031.0,16000.0,3.93,15371.2,Completed
ORD-00061,OPP-00123,LD-15412,ACC-01125,CON-01723,VHL-012,DLR-02,20240615.0,70000.0,5.88,65884.0,Completed
ORD-00062,OPP-00124,LD-01599,ACC-01113,CON-02251,VHL-042,DLR-01,20240913.0,62000.0,5.99,58286.2,Completed
ORD-00063,OPP-00125,LD-13461,ACC-00567,CON-02049,VHL-004,DLR-05,20241227.0,32000.0,9.14,29075.2,Completed
ORD-00064,OPP-00128,LD-11783,ACC-01596,CON-00719,VHL-010,DLR-07,20230722.0,17000.0,2.5,16575.0,Completed
ORD-00065,OPP-00130,LD-06433,ACC-03087,CON-01050,VHL-028,DLR-07,20240617.0,51000.0,10.98,45400.2,Completed
ORD-00066,OPP-00131,LD-11111,ACC-02205,CON-04766,VHL-024,DLR-09,20241104.0,24000.0,10.52,21475.2,Completed
ORD-00067,OPP-00132,LD-01139,ACC-02000,CON-04505,VHL-017,DLR-02,20230420.0,27000.0,7.42,24996.6,Completed
ORD-00068,OPP-00134,LD-09503,ACC-02967,CON-01001,VHL-041,DLR-07,20230818.0,48000.0,5.75,45240.0,Completed
ORD-00069,OPP-00136,LD-09264,ACC-00344,CON-02288,VHL-014,DLR-03,20240805.0,33000.0,9.26,29944.2,Completed
ORD-00070,OPP-00137,LD-11643,ACC-00745,CON-03719,VHL-019,DLR-07,20240519.0,29000.0,3.72,27921.2,Completed
ORD-00071,OPP-00139,LD-11347,ACC-01140,CON-05281,VHL-014,DLR-06,20240713.0,33000.0,8.09,30330.3,Completed
ORD-00072,OPP-00140,LD-12670,ACC-00336,CON-01809,VHL-012,DLR-05,20231207.0,70000.0,8.66,63938.0,Completed
ORD-00073,OPP-00141,LD-15725,ACC-01434,CON-04280,VHL-024,DLR-12,20241229.0,24000.0,9.24,21782.4,Completed
ORD-00074,OPP-00146,LD-15719,ACC-03186,CON-02240,VHL-031,DLR-05,20240919.0,45000.0,11.17,39973.5,Completed
ORD-00075,OPP-00147,LD-06635,ACC-02371,CON-04813,VHL-028,DLR-10,20230529.0,51000.0,11.18,45298.2,Completed
ORD-00076,OPP-00151,LD-14755,ACC-01423,CON-05196,VHL-005,DLR-12,20230519.0,30000.0,2.97,29109.0,Completed
ORD-00077,OPP-00152,LD-13448,ACC-02073,CON-05386,VHL-029,DLR-05,20230331.0,37000.0,8.45,33873.5,Completed
ORD-00078,OPP-00153,LD-14286,ACC-02008,CON-00875,VHL-008,DLR-04,20240127.0,52000.0,2.1,50908.0,Completed
ORD-00079,OPP-00156,LD-04575,ACC-01905,CON-02529,VHL-045,DLR-10,20231228.0,85000.0,4.77,80945.5,Completed
ORD-00080,OPP-00157,LD-00503,ACC-01321,CON-01586,VHL-019,DLR-12,20240228.0,29000.0,9.08,26366.8,Completed
ORD-00081,OPP-00158,LD-07984,ACC-01143,CON-03031,VHL-035,DLR-07,20240624.0,16000.0,9.98,14403.2,Completed
ORD-00082,OPP-00160,LD-01035,ACC-00745,CON-04751,VHL-042,DLR-07,20240827.0,62000.0,1.2,61256.0,Completed
ORD-00083,OPP-00161,LD-14882,ACC-01395,CON-05565,VHL-027,DLR-07,20231101.0,47000.0,5.69,44325.7,Completed
ORD-00084,OPP-00164,LD-00911,ACC-02829,CON-01967,VHL-026,DLR-03,20231026.0,43000.0,6.9,40033.0,Completed
ORD-00085,OPP-00165,LD-08912,ACC-00071,CON-00411,VHL-045,DLR-12,20240818.0,85000.0,5.98,79917.0,Completed
ORD-00086,OPP-00167,LD-13334,ACC-01743,CON-00517,VHL-001,DLR-07,20230531.0,18000.0,4.95,17109.0,Completed
ORD-00087,OPP-00172,LD-03014,ACC-00735,CON-01028,VHL-035,DLR-12,20241231.0,16000.0,5.17,15172.8,Completed
ORD-00088,OPP-00176,LD-13017,ACC-01396,CON-05209,VHL-017,DLR-10,20240922.0,27000.0,6.72,25185.6,Completed
ORD-00089,OPP-00178,LD-04589,ACC-02364,CON-01293,VHL-011,DLR-11,20240218.0,34000.0,5.21,32228.6,Completed
ORD-00090,OPP-00179,LD-14726,ACC-02306,CON-04547,VHL-027,DLR-10,20230406.0,47000.0,2.98,45599.4,Completed
ORD-00091,OPP-00181,LD-09778,ACC-03178,CON-04242,VHL-007,DLR-04,20241012.0,39000.0,6.77,36359.7,Completed
ORD-00092,OPP-00182,LD-12680,ACC-01218,CON-05569,VHL-042,DLR-09,20231001.0,62000.0,4.15,59427.0,Completed
ORD-00093,OPP-00183,LD-01135,ACC-02330,CON-00001,VHL-016,DLR-11,20230525.0,19000.0,11.41,16832.1,Completed
ORD-00094,OPP-00184,LD-09109,ACC-03125,CON-05113,VHL-012,DLR-04,20241231.0,70000.0,6.88,65184.0,Completed
ORD-00095,OPP-00187,LD-07992,ACC-01193,CON-00615,VHL-005,DLR-01,20241216.0,30000.0,7.51,27747.0,Completed
ORD-00096,OPP-00189,LD-02405,ACC-01084,CON-02260,VHL-007,DLR-08,20230802.0,39000.0,2.57,37997.7,Completed
ORD-00097,OPP-00190,LD-07167,ACC-01742,CON-00428,VHL-026,DLR-01,20240930.0,43000.0,8.13,39504.1,Completed
ORD-00098,OPP-00192,LD-04567,ACC-01260,CON-01622,VHL-030,DLR-06,20240103.0,31000.0,3.14,30026.6,Completed
ORD-00099,OPP-00193,LD-12114,ACC-01799,CON-04119,VHL-032,DLR-11,20241231.0,58000.0,9.92,52246.4,Completed
ORD-00100,OPP-00195,LD-09311,ACC-02450,CON-01521,VHL-008,DLR-06,20231122.0,52000.0,5.95,48906.0,Completed
ORD-00101,OPP-00198,LD-14306,ACC-03126,CON-04818,VHL-003,DLR-11,20240422.0,26000.0,4.16,24918.4,Completed
ORD-00102,OPP-00199,LD-09121,ACC-01140,CON-00560,VHL-014,DLR-07,20240907.0,33000.0,5.76,31099.2,Completed
ORD-00103,OPP-00201,LD-00963,ACC-02745,CON-04929,VHL-027,DLR-02,20241216.0,47000.0,6.18,44095.4,Completed
ORD-00104,OPP-00203,LD-05101,ACC-03116,CON-04524,VHL-041,DLR-08,20230614.0,48000.0,5.64,45292.8,Completed
ORD-00105,OPP-00204,LD-09690,ACC-01034,CON-00349,VHL-004,DLR-06,20230731.0,32000.0,5.64,30195.2,Completed
ORD-00106,OPP-00205,LD-15038,ACC-02108,CON-05691,VHL-003,DLR-07,20240118.0,26000.0,9.76,23462.4,Completed
ORD-00107,OPP-00206,LD-00377,ACC-01693,CON-05681,VHL-001,DLR-11,20230223.0,18000.0,2.01,17638.2,Completed
ORD-00108,OPP-00208,LD-09287,ACC-02250,CON-02018,VHL-005,DLR-09,20241005.0,30000.0,2.41,29277.0,Completed
ORD-00109,OPP-00216,LD-08873,ACC-00286,CON-02511,VHL-015,DLR-07,20240331.0,48000.0,7.97,44174.4,Completed
ORD-00110,OPP-00219,LD-05381,ACC-00609,CON-03452,VHL-012,DLR-09,20241111.0,70000.0,6.64,65352.0,Completed
ORD-00111,OPP-00220,LD-05721,ACC-02261,CON-01216,VHL-036,DLR-05,20230308.0,39000.0,4.39,37287.9,Completed
ORD-00112,OPP-00221,LD-07491,ACC-00773,CON-04073,VHL-019,DLR-06,20230530.0,29000.0,5.89,27291.9,Completed
ORD-00113,OPP-00223,LD-02390,ACC-02889,CON-03202,VHL-012,DLR-09,20231018.0,70000.0,4.55,66815.0,Completed
ORD-00114,OPP-00227,LD-01843,ACC-00307,CON-05626,VHL-028,DLR-12,20230726.0,51000.0,8.39,46721.1,Completed
ORD-00115,OPP-00228,LD-01729,ACC-02553,CON-01451,VHL-024,DLR-02,20240904.0,24000.0,11.22,21307.2,Completed
ORD-00116,OPP-00229,LD-05944,ACC-02763,CON-03568,VHL-029,DLR-08,20240613.0,37000.0,8.35,33910.5,Completed
ORD-00117,OPP-00230,LD-03443,ACC-02568,CON-03420,VHL-033,DLR-03,20240715.0,28000.0,5.92,26342.4,Completed
ORD-00118,OPP-00231,LD-13541,ACC-02530,CON-02899,VHL-029,DLR-08,20240408.0,37000.0,9.33,33547.9,Completed
ORD-00119,OPP-00233,LD-02994,ACC-03115,CON-02698,VHL-022,DLR-06,20241030.0,41000.0,6.41,38371.9,Completed
ORD-00120,OPP-00234,LD-09385,ACC-00682,CON-02396,VHL-011,DLR-07,20231027.0,34000.0,8.98,30946.8,Completed
ORD-00121,OPP-00235,LD-10150,ACC-01329,CON-04362,VHL-017,DLR-05,20231201.0,27000.0,10.63,24129.9,Completed
ORD-00122,OPP-00236,LD-00439,ACC-01765,CON-00225,VHL-025,DLR-05,20240725.0,69000.0,5.14,65453.4,Completed
ORD-00123,OPP-00238,LD-03083,ACC-02497,CON-01717,VHL-021,DLR-01,20230717.0,38000.0,4.03,36468.6,Completed
ORD-00124,OPP-00242,LD-04307,ACC-01416,CON-04836,VHL-031,DLR-10,20230720.0,45000.0,3.92,43236.0,Completed
ORD-00125,OPP-00244,LD-05384,ACC-01980,CON-05305,VHL-026,DLR-01,20240117.0,43000.0,4.29,41155.3,Completed
ORD-00126,OPP-00247,LD-09307,ACC-02484,CON-04989,VHL-010,DLR-03,20240109.0,17000.0,2.06,16649.8,Completed
ORD-00127,OPP-00248,LD-10032,ACC-03178,CON-00495,VHL-027,DLR-01,20240902.0,47000.0,10.0,42300.0,Completed
ORD-00128,OPP-00249,LD-11059,ACC-00898,CON-02745,VHL-023,DLR-06,20230828.0,52000.0,7.96,47860.8,Completed
ORD-00129,OPP-00250,LD-15990,ACC-02574,CON-05262,VHL-017,DLR-02,20230526.0,27000.0,8.09,24815.7,Completed
ORD-00130,OPP-00252,LD-06304,ACC-03000,CON-02015,VHL-023,DLR-04,20240506.0,52000.0,2.8,50544.0,Completed
ORD-00131,OPP-00254,LD-08125,ACC-01499,CON-05139,VHL-038,DLR-08,20231113.0,52000.0,2.41,50746.8,Completed
ORD-00132,OPP-00255,LD-03994,ACC-01053,CON-04679,VHL-042,DLR-04,20241007.0,62000.0,7.39,57418.2,Completed
ORD-00133,OPP-00257,LD-14041,ACC-00577,CON-04429,VHL-013,DLR-07,20230206.0,28000.0,5.75,26390.0,Completed
ORD-00134,OPP-00258,LD-00527,ACC-02283,CON-03509,VHL-011,DLR-06,20230518.0,34000.0,3.8,32708.0,Completed
ORD-00135,OPP-00259,LD-06365,ACC-01084,CON-00474,VHL-020,DLR-11,20241109.0,25000.0,9.62,22595.0,Completed
ORD-00136,OPP-00260,LD-00637,ACC-02395,CON-00307,VHL-037,DLR-05,20241126.0,45000.0,4.18,43119.0,Completed
ORD-00137,OPP-00261,LD-14746,ACC-00444,CON-05506,VHL-043,DLR-06,20231119.0,82000.0,5.47,77514.6,Completed
ORD-00138,OPP-00262,LD-00179,ACC-02499,CON-04166,VHL-024,DLR-07,20240216.0,24000.0,6.74,22382.4,Completed
ORD-00139,OPP-00267,LD-02108,ACC-02406,CON-02291,VHL-035,DLR-11,20240210.0,16000.0,11.01,14238.4,Completed
ORD-00140,OPP-00268,LD-04119,ACC-02683,CON-04519,VHL-027,DLR-06,20240721.0,47000.0,3.89,45171.7,Completed
ORD-00141,OPP-00274,LD-10128,ACC-00208,CON-01123,VHL-039,DLR-04,20230928.0,58000.0,5.18,54995.6,Completed
ORD-00142,OPP-00275,LD-00538,ACC-02313,CON-03086,VHL-042,DLR-03,20230801.0,62000.0,2.7,60326.0,Completed
ORD-00143,OPP-00279,LD-09916,ACC-02213,CON-02031,VHL-041,DLR-01,20231230.0,48000.0,2.01,47035.2,Completed
ORD-00144,OPP-00282,LD-14635,ACC-00520,CON-02969,VHL-038,DLR-10,20241110.0,52000.0,2.22,50845.6,Completed
ORD-00145,OPP-00283,LD-01598,ACC-01951,CON-02464,VHL-015,DLR-11,20240916.0,48000.0,6.21,45019.2,Completed
ORD-00146,OPP-00284,LD-14669,ACC-00447,CON-03548,VHL-037,DLR-04,20240621.0,45000.0,3.53,43411.5,Completed
ORD-00147,OPP-00285,LD-08592,ACC-02979,CON-00297,VHL-007,DLR-06,20231125.0,39000.0,3.77,37529.7,Completed
ORD-00148,OPP-00286,LD-01838,ACC-01877,CON-01199,VHL-017,DLR-06,20241206.0,27000.0,10.3,24219.0,Completed
ORD-00149,OPP-00287,LD-02469,ACC-01646,CON-03723,VHL-004,DLR-02,20241205.0,32000.0,2.25,31280.0,Completed
ORD-00150,OPP-00288,LD-01809,ACC-00302,CON-01775,VHL-040,DLR-08,20230927.0,68000.0,1.76,66803.2,Completed
ORD-00151,OPP-00290,LD-12906,ACC-01561,CON-04994,VHL-033,DLR-06,20240917.0,28000.0,7.77,25824.4,Completed
ORD-00152,OPP-00293,LD-08255,ACC-01695,CON-02175,VHL-045,DLR-05,20241230.0,85000.0,4.01,81591.5,Completed
ORD-00153,OPP-00294,LD-15757,ACC-02989,CON-02583,VHL-002,DLR-05,20231201.0,22000.0,5.63,20761.4,Completed
ORD-00154,OPP-00298,LD-05443,ACC-02745,CON-03907,VHL-023,DLR-01,20231210.0,52000.0,7.78,47954.4,Completed
ORD-00155,OPP-00302,LD-11436,ACC-02279,CON-02383,VHL-027,DLR-12,20230311.0,47000.0,10.13,42238.9,Completed
ORD-00156,OPP-00303,LD-08525,ACC-00927,CON-00109,VHL-038,DLR-05,20230314.0,52000.0,6.34,48703.2,Completed
ORD-00157,OPP-00304,LD-12615,ACC-02495,CON-04398,VHL-025,DLR-04,20240215.0,69000.0,10.11,62024.1,Completed
ORD-00158,OPP-00306,LD-05976,ACC-01438,CON-04939,VHL-042,DLR-03,20230401.0,62000.0,3.16,60040.8,Completed
ORD-00159,OPP-00309,LD-01111,ACC-01859,CON-01912,VHL-015,DLR-07,20240519.0,48000.0,3.72,46214.4,Completed
ORD-00160,OPP-00310,LD-06045,ACC-03182,CON-03045,VHL-013,DLR-02,20241011.0,28000.0,4.96,26611.2,Completed
ORD-00161,OPP-00312,LD-00273,ACC-01815,CON-01780,VHL-004,DLR-09,20230226.0,32000.0,7.39,29635.2,Completed
ORD-00162,OPP-00313,LD-13634,ACC-01697,CON-02790,VHL-032,DLR-03,20230505.0,58000.0,6.87,54015.4,Completed
ORD-00163,OPP-00315,LD-12587,ACC-01994,CON-04788,VHL-036,DLR-08,20240828.0,39000.0,2.98,37837.8,Completed
ORD-00164,OPP-00316,LD-06935,ACC-01619,CON-00547,VHL-016,DLR-03,20241231.0,19000.0,5.28,17996.8,Completed
ORD-00165,OPP-00318,LD-12543,ACC-01344,CON-02034,VHL-007,DLR-08,20240924.0,39000.0,8.11,35837.1,Completed
ORD-00166,OPP-00321,LD-06809,ACC-00296,CON-02104,VHL-020,DLR-01,20231028.0,25000.0,8.51,22872.5,Completed
ORD-00167,OPP-00322,LD-10597,ACC-00077,CON-05613,VHL-038,DLR-09,20241126.0,52000.0,6.19,48781.2,Completed
ORD-00168,OPP-00323,LD-00235,ACC-02359,CON-02452,VHL-038,DLR-10,20230928.0,52000.0,1.55,51194.0,Completed
ORD-00169,OPP-00324,LD-03049,ACC-01186,CON-01035,VHL-014,DLR-06,20241023.0,33000.0,5.24,31270.8,Completed
ORD-00170,OPP-00326,LD-08009,ACC-00361,CON-03599,VHL-025,DLR-01,20240731.0,69000.0,8.06,63438.6,Completed
ORD-00171,OPP-00327,LD-01219,ACC-02413,CON-01422,VHL-033,DLR-10,20230320.0,28000.0,3.45,27034.0,Completed
ORD-00172,OPP-00328,LD-14321,ACC-03055,CON-05413,VHL-038,DLR-12,20231203.0,52000.0,1.55,51194.0,Completed
ORD-00173,OPP-00329,LD-10331,ACC-00313,CON-04461,VHL-003,DLR-11,20230609.0,26000.0,4.66,24788.4,Completed
ORD-00174,OPP-00330,LD-02052,ACC-03180,CON-04128,VHL-013,DLR-07,20230411.0,28000.0,2.91,27185.2,Completed
ORD-00175,OPP-00331,LD-02720,ACC-00968,CON-01977,VHL-034,DLR-01,20240930.0,40000.0,9.05,36380.0,Completed
ORD-00176,OPP-00335,LD-14622,ACC-02570,CON-00157,VHL-021,DLR-02,20240206.0,38000.0,8.63,34720.6,Completed
ORD-00177,OPP-00337,LD-03068,ACC-01442,CON-04851,VHL-020,DLR-04,20241225.0,25000.0,9.67,22582.5,Completed
ORD-00178,OPP-00338,LD-02173,ACC-00155,CON-05731,VHL-031,DLR-03,20240407.0,45000.0,5.29,42619.5,Completed
ORD-00179,OPP-00340,LD-04312,ACC-02434,CON-03470,VHL-045,DLR-03,20230811.0,85000.0,6.99,79058.5,Completed
ORD-00180,OPP-00341,LD-08012,ACC-01843,CON-04814,VHL-026,DLR-05,20230409.0,43000.0,6.66,40136.2,Completed
ORD-00181,OPP-00343,LD-00734,ACC-00424,CON-02391,VHL-040,DLR-11,20240414.0,68000.0,7.7,62764.0,Completed
ORD-00182,OPP-00344,LD-12421,ACC-02067,CON-03930,VHL-013,DLR-11,20230808.0,28000.0,8.7,25564.0,Completed
ORD-00183,OPP-00345,LD-02884,ACC-01800,CON-01203,VHL-002,DLR-03,20240904.0,22000.0,2.31,21491.8,Completed
ORD-00184,OPP-00346,LD-04406,ACC-01528,CON-05551,VHL-027,DLR-10,20241215.0,47000.0,7.99,43244.7,Completed
ORD-00185,OPP-00348,LD-02960,ACC-01351,CON-01253,VHL-036,DLR-06,20240113.0,39000.0,5.53,36843.3,Completed
ORD-00186,OPP-00350,LD-03140,ACC-01366,CON-05547,VHL-018,DLR-12,20240924.0,35000.0,8.41,32056.5,Completed
ORD-00187,OPP-00354,LD-15967,ACC-02647,CON-02803,VHL-014,DLR-08,20230612.0,33000.0,7.36,30571.2,Completed
ORD-00188,OPP-00355,LD-00385,ACC-01486,CON-05773,VHL-045,DLR-05,20230326.0,85000.0,4.56,81124.0,Completed
ORD-00189,OPP-00357,LD-13148,ACC-00635,CON-05232,VHL-007,DLR-07,20230130.0,39000.0,3.81,37514.1,Completed
ORD-00190,OPP-00359,LD-14003,ACC-02712,CON-03375,VHL-002,DLR-09,20240517.0,22000.0,8.68,20090.4,Completed
ORD-00191,OPP-00360,LD-05378,ACC-02447,CON-00854,VHL-015,DLR-05,20230202.0,48000.0,8.13,44097.6,Completed
ORD-00192,OPP-00361,LD-09583,ACC-02954,CON-04181,VHL-025,DLR-05,20240914.0,69000.0,3.96,66267.6,Completed
ORD-00193,OPP-00362,LD-03852,ACC-01820,CON-05575,VHL-040,DLR-11,20231015.0,68000.0,3.88,65361.6,Completed
ORD-00194,OPP-00363,LD-10989,ACC-00959,CON-03335,VHL-013,DLR-07,20240316.0,28000.0,8.02,25754.4,Completed
ORD-00195,OPP-00364,LD-14846,ACC-00795,CON-04924,VHL-005,DLR-02,20230413.0,30000.0,4.48,28656.0,Completed
ORD-00196,OPP-00365,LD-11246,ACC-01892,CON-00050,VHL-018,DLR-08,20241102.0,35000.0,11.02,31143.0,Completed
ORD-00197,OPP-00366,LD-07809,ACC-00664,CON-02352,VHL-012,DLR-09,20230502.0,70000.0,8.22,64246.0,Completed
ORD-00198,OPP-00367,LD-12196,ACC-01025,CON-03496,VHL-041,DLR-01,20230426.0,48000.0,6.61,44827.2,Completed
ORD-00199,OPP-00373,LD-12163,ACC-00116,CON-01046,VHL-009,DLR-12,20230329.0,35000.0,2.65,34072.5,Completed
ORD-00200,OPP-00376,LD-05955,ACC-01838,CON-00614,VHL-028,DLR-07,20230830.0,51000.0,9.33,46241.7,Completed
